【73V32】中学校学習指導要領（平成20年告示：平成27年一部改正）コード表　Ver 3.2,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
技術・家庭,1351,イ　(2)のアについては，高齢者などの地域の人々とのかかわりについても触れるよう留意すること。,73C2205120000000
技術・家庭,1352,ウ　(3)のアについては，幼児期における周囲との基本的な信頼関係や生活習慣の形成の重要性についても扱うこと。(3)のウについては，幼稚園や保育所等の幼児との触れ合いができるよう留意すること。,73C2205130000000
技術・家庭,1353,(2) 内容の「Ｂ食生活と自立」については，次のとおり取り扱うものとする。,73C2205200000000
技術・家庭,1354,ア　(1)のイについては，水の働きや食物繊維についても触れること。,73C2205210000000
技術・家庭,1355,イ　(2)のウについては，主として調理実習で用いる生鮮食品と加工食品の良否や表示を扱うこと。,73C2205220000000
技術・家庭,1356,ウ　(3)のアについては，魚，肉，野菜を中心として扱い，基礎的な題材を取り上げること。(3)のイについては，調理実習を中心とし，主として地域又は季節の食材を利用することの意義について扱うこと。また，地域の伝統的な行事食や郷土料理を扱うこともできること。,73C2205230000000
技術・家庭,1357,エ　食に関する指導については，技術・家庭科の特質に応じて，食育の充実に資するよう配慮すること。,73C2205240000000
技術・家庭,1358,(3) 内容の「Ｃ衣生活・住生活と自立」については，次のとおり取り扱うものとする。,73C2205300000000
技術・家庭,1359,ア　(1)のアについては，和服の基本的な着装を扱うこともできること。(1)のイについては，既製服の表示と選択に当たっての留意事項を扱うこと。(1)のウについては，日常着の手入れは主として洗濯と補修を扱うこと。,73C2205310000000
技術・家庭,1360,イ　(2)のアについては，簡単な図などによる住空間の構想を扱うこと。,73C2205320000000
技術・家庭,1361,ウ　(3)のアについては， (1)のウとの関連を図り，主として補修の技術を生かしてできる製作品を扱うこと。,73C2205330000000
技術・家庭,1362,(4) 内容の「Ｄ身近な消費生活と環境」については，次のとおり取り扱うものとする。,73C2205400000000
技術・家庭,1363,ア　内容の「Ａ家族・家庭と子どもの成長」，「Ｂ食生活と自立」又は「Ｃ衣生活・住生活と自立」の学習との関連を図り，実践的に学習できるようにすること。,73C2205410000000
技術・家庭,1364,イ　(1)については，中学生の身近な消費行動と関連させて扱うこと。,73C2205420000000
技術・家庭,1365,第３　指導計画の作成と内容の取扱い,73C0300000000000
技術・家庭,1366,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,73C0300100000000
技術・家庭,1367,(1) 技術分野及び家庭分野の授業時数については，３学年間を見通した全体的な指導計画に基づき，いずれかの分野に偏ることなく配当して履修させること。その際，家庭分野の内容の「Ａ家族・家庭と子どもの成長」の(3)のエ，「Ｂ食生活と自立」の(3)のウ及び「Ｃ衣生活・住生活と自立」の(3)のイについては，これら３事項のうち１又は２事項を選択して履修させること。,73C0300110000000
技術・家庭,1368,(2) 技術分野の内容の「Ａ材料と加工に関する技術」から「Ｄ情報に関する技術」並びに家庭分野の内容の「Ａ家族・家庭と子どもの成長」から「Ｄ身近な消費生活と環境」の各項目に配当する授業時数及び履修学年については，地域，学校及び生徒の実態等に応じて，各学校において適切に定めること。その際，技術分野の内容の「Ａ材料と加工に関する技術」の(1)及び家庭分野の内容の「Ａ家族・家庭と子どもの成長」の(1)については，それぞれ小学校図画工作科，家庭科などの学習を踏まえ，中学校における学習の見通しを立てさせるために，第１学年の最初に履修させること。,73C0300120000000
技術・家庭,1369,(3) 各項目及び各項目に示す事項については，相互に有機的な関連を図り，総合的に展開されるよう適切な題材を設定して計画を作成すること。その際，小学校における学習を踏まえ，他教科等との関連を明確にして，系統的・発展的に指導ができるよう配慮すること。,73C0300130000000
技術・家庭,1370,(4) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，技術・家庭科の特質に応じて適切な指導をすること。,73C0300140000001
技術・家庭,1371,２　各分野の内容の取扱いについては，次の事項に配慮するものとする。,73C0300200000000
技術・家庭,1372,(1) 基礎的・基本的な知識及び技術を習得し，基本的な概念などの理解を深めるとともに，仕事の楽しさや完成の喜びを体得させるよう，実践的・体験的な学習活動を充実すること。,73C0300210000000
技術・家庭,1373,(2) 生徒が学習した知識及び技術を生活に活用できるよう，問題解決的な学習を充実するとともに，家庭や地域社会との連携を図るようにすること。,73C0300220000000
技術・家庭,1374,３　実習の指導に当たっては，施設・設備の安全管理に配慮し，学習環境を整備するとともに，火気，用具，材料などの取扱いに注意して事故防止の指導を徹底し，安全と衛生に十分留意するものとする。,73C0300300000000
技術・家庭,1375,４　各分野の指導については，衣食住やものづくりなどに関する実習等の結果を整理し考察する学習活動や，生活における課題を解決するために言葉や図表，概念などを用いて考えたり，説明したりするなどの学習活動が充実するよう配慮するものとする。,73C0300400000000
外国語,1376,第９節　外国語,73H0000000000000
外国語,1377,"第１　目標
　外国語を通じて，言語や文化に対する理解を深め，積極的にコミュニケーションを図ろうとする態度の育成を図り，聞くこと，話すこと，読むこと，書くことなどのコミュニケーション能力の基礎を養う。",73H0100000000000
外国語,1378,第２　各言語の目標及び内容等,73H0200000000000
外国語,1379,英語,73H1200000000000
外国語,1380,１　目標,73H1202000000000
外国語,1381,(1) 初歩的な英語を聞いて話し手の意向などを理解できるようにする。,73H1202100000000
外国語,1382,(2) 初歩的な英語を用いて自分の考えなどを話すことができるようにする。,73H1202200000000
外国語,1383,(3) 英語を読むことに慣れ親しみ，初歩的な英語を読んで書き手の意向などを理解できるようにする。,73H1202300000000
外国語,1384,(4) 英語で書くことに慣れ親しみ，初歩的な英語を用いて自分の考えなどを書くことができるようにする。,73H1202400000000
外国語,1385,２　内容,73H1203000000000
外国語,1386,"(1) 言語活動
英語を理解し，英語で表現できる実践的な運用能力を養うため，次の言語活動を３学年間を通して行わせる。",73H1203100000000
外国語,1387,"ア　聞くこと
主として次の事項について指導する。",73H1203110000000
外国語,1388,(ｱ) 強勢，イントネーション，区切りなど基本的な英語の音声の特徴をとらえ，正しく聞き取ること。,73H1203111000000
外国語,1389,(ｲ) 自然な口調で話されたり読まれたりする英語を聞いて，情報を正確に聞き取ること。,73H1203112000000
外国語,1390,(ｳ) 質問や依頼などを聞いて適切に応じること。,73H1203113000000
外国語,1391,(ｴ) 話し手に聞き返すなどして内容を確認しながら理解すること。,73H1203114000000
外国語,1392,(ｵ) まとまりのある英語を聞いて，概要や要点を適切に聞き取ること。,73H1203115000000
外国語,1393,"イ　話すこと
主として次の事項について指導する。",73H1203120000000
外国語,1394,(ｱ) 強勢，イントネーション，区切りなど基本的な英語の音声の特徴をとらえ，正しく発音すること。,73H1203121000000
外国語,1395,(ｲ) 自分の考えや気持ち，事実などを聞き手に正しく伝えること。,73H1203122000000
外国語,1396,(ｳ) 聞いたり読んだりしたことなどについて，問答したり意見を述べ合ったりなどすること。,73H1203123000000
外国語,1397,(ｴ) つなぎ言葉を用いるなどのいろいろな工夫をして話を続けること。,73H1203124000000
外国語,1398,(ｵ) 与えられたテーマについて簡単なスピーチをすること。,73H1203125000000
外国語,1399,"ウ　読むこと
主として次の事項について指導する。",73H1203130000000
外国語,1400,(ｱ) 文字や符号を識別し，正しく読むこと。,73H1203131000000
外国語,1401,(ｲ) 書かれた内容を考えながら黙読したり，その内容が表現されるように音読すること。,73H1203132000000
外国語,1402,(ｳ) 物語のあらすじや説明文の大切な部分などを正確に読み取ること。,73H1203133000000
外国語,1403,(ｴ) 伝言や手紙などの文章から書き手の意向を理解し，適切に応じること。,73H1203134000000
外国語,1404,(ｵ) 話の内容や書き手の意見などに対して感想を述べたり賛否やその理由を示したりなどすることができるよう，書かれた内容や考え方などをとらえること。,73H1203135000000
外国語,1405,"エ　書くこと
主として次の事項について指導する。",73H1203140000000
外国語,1406,(ｱ) 文字や符号を識別し，語と語の区切りなどに注意して正しく書くこと。,73H1203141000000
外国語,1407,(ｲ) 語と語のつながりなどに注意して正しく文を書くこと。,73H1203142000000
外国語,1408,(ｳ) 聞いたり読んだりしたことについてメモをとったり，感想，賛否やその理由を書いたりなどすること。,73H1203143000000
外国語,1409,(ｴ) 身近な場面における出来事や体験したことなどについて，自分の考えや気持ちなどを書くこと。,73H1203144000000
外国語,1410,(ｵ) 自分の考えや気持ちなどが読み手に正しく伝わるように，文と文のつながりなどに注意して文章を書くこと。,73H1203145000000
外国語,1411,(2) 言語活動の取扱い,73H1203200000000
外国語,1412,ア　３学年間を通じ指導に当たっては，次のような点に配慮するものとする。,73H1203210000000
外国語,1413,(ｱ) 実際に言語を使用して互いの考えや気持ちを伝え合うなどの活動を行うとともに，(3)に示す言語材料について理解したり練習したりする活動を行うようにすること。,73H1203211000000
外国語,1414,(ｲ) 実際に言語を使用して互いの考えや気持ちを伝え合うなどの活動においては，具体的な場面や状況に合った適切な表現を自ら考えて言語活動ができるようにすること。,73H1203212000000
外国語,1415,(ｳ) 言語活動を行うに当たり，主として次に示すような言語の使用場面や言語の働きを取り上げるようにすること。,73H1203213000000
外国語,1416,〔言語の使用場面の例〕,73H1203213100000
外国語,1417,ａ　特有の表現がよく使われる場面,73H1203213110000
外国語,1418,・　あいさつ,73H1203213111000
外国語,1419,・　自己紹介　　,73H1203213112000
外国語,1420,・　電話での応答,73H1203213113000
外国語,1421,・　買物   　  　 ,73H1203213114000
外国語,1422,・　道案内      ,73H1203213115000
外国語,1423,・　旅行,73H1203213116000
外国語,1424,・　食事　　,73H1203213117000
外国語,1425,　など　　,73H1203213118000
外国語,1426,ｂ　生徒の身近な暮らしにかかわる場面,73H1203213120000
外国語,1427,・　家庭での生活　　　　　,73H1203213121000
外国語,1428,・　学校での学習や活動,73H1203213122000
外国語,1429,・　地域の行事　,73H1203213123000
外国語,1430,など,73H1203213124000
外国語,1431,〔言語の働きの例〕,73H1203213200000
外国語,1432,ａ　コミュニケーションを円滑にする,73H1203213210000
外国語,1433,・　呼び掛ける　　,73H1203213211000
外国語,1434,・　相づちをうつ　　,73H1203213212000
外国語,1435,・　聞き直す,73H1203213213000
外国語,1436,・　繰り返す　,73H1203213214000
外国語,1437,など,73H1203213215000
外国語,1438,ｂ　気持ちを伝える,73H1203213220000
外国語,1439,・　礼を言う 　   ,73H1203213221000
外国語,1440,・　苦情を言う  ,73H1203213222000
外国語,1441,・　褒める,73H1203213223000
外国語,1442,・　謝る　,73H1203213224000
外国語,1443,など,73H1203213225000
外国語,1444,ｃ　情報を伝える,73H1203213230000
外国語,1445,・　説明する   　 ,73H1203213231000
外国語,1446,・　報告する　　,73H1203213232000
外国語,1447,・　発表する,73H1203213233000
外国語,1448,・　描写する　,73H1203213234000
外国語,1449,など,73H1203213235000
外国語,1450,ｄ　考えや意図を伝える,73H1203213240000
外国語,1451,・　申し出る      ,73H1203213241000
外国語,1452,・　約束する    ,73H1203213242000
外国語,1453,・　意見を言う,73H1203213243000
外国語,1454,・　賛成する      ,73H1203213244000
外国語,1455,・　反対する    ,73H1203213245000
外国語,1456,・　承諾する,73H1203213246000
外国語,1457,・　断る　,73H1203213247000
外国語,1458,など,73H1203213248000
外国語,1459,ｅ　相手の行動を促す,73H1203213250000
外国語,1460,・　質問する      ,73H1203213251000
外国語,1461,・　依頼する    ,73H1203213252000
外国語,1462,・　招待する　,73H1203213253000
外国語,1463,など,73H1203213254000
外国語,1464,イ　生徒の学習段階を考慮して各学年の指導に当たっては，次のような点に配慮するものとする。,73H1203220000000
外国語,1465,"(ｱ) 第１学年における言語活動
小学校における外国語活動を通じて音声面を中心としたコミュニケーションに対する積極的な態度などの一定の素地が育成されることを踏まえ，身近な言語の使用場面や言語の働きに配慮した言語活動を行わせること。その際，自分の気持ちや身の回りの出来事などの中から簡単な表現を用いてコミュニケーションを図れるような話題を取り上げること。",73H1213221000000
外国語,1466,"(ｲ) 第２学年における言語活動
第１学年の学習を基礎として，言語の使用場面や言語の働きを更に広げた言語活動を行わせること。その際，第１学年における学習内容を繰り返して指導し定着を図るとともに，事実関係を伝えたり，物事について判断したりした内容などの中からコミュニケーションを図れるような話題を取り上げること。",73H1223222000000
外国語,1467,"(ｳ) 第３学年における言語活動
第２学年までの学習を基礎として，言語の使用場面や言語の働きを一層広げた言語活動を行わせること。その際，第１学年及び第２学年における学習内容を繰り返して指導し定着を図るとともに，様々な考えや意見などの中からコミュニケーションが図れるような話題を取り上げること。",73H1233223000000
外国語,1468,"(3) 言語材料
(1)の言語活動は，以下に示す言語材料の中から，１の目標を達成するのにふさわしいものを適宜用いて行わせる。",73H1203300000000
外国語,1469,ア　音声,73H1203310000000
外国語,1470,(ｱ) 現代の標準的な発音,73H1203311000000
外国語,1471,(ｲ) 語と語の連結による音変化,73H1203312000000
外国語,1472,(ｳ) 語，句，文における基本的な強勢,73H1203313000000
外国語,1473,(ｴ) 文における基本的なイントネーション,73H1203314000000
外国語,1474,(ｵ) 文における基本的な区切り,73H1203315000000
外国語,1475,イ　文字及び符号,73H1203320000000
外国語,1476,(ｱ) アルファベットの活字体の大文字及び小文字,73H1203321000000
外国語,1477,(ｲ) 終止符，疑問符，コンマ，引用符，感嘆符など基本的な符号,73H1203322000000
外国語,1478,ウ　語，連語及び慣用表現,73H1203330000000
外国語,1479,(ｱ) 1200語程度の語,73H1203331000000
外国語,1480,(ｲ) in front of，a lot of，get up，look for などの連語,73H1203332000000
外国語,1481,(ｳ) excuse me，I see，I'm sorry，thank you，you're welcome，for exampleなどの慣用表現,73H1203333000000
外国語,1482,エ　文法事項,73H1203340000000
外国語,1483,(ｱ) 文,73H1203341000000
外国語,1484,ａ　単文，重文及び複文,73H1203341100000
外国語,1485,ｂ　肯定及び否定の平叙文,73H1203341200000
外国語,1486,ｃ　肯定及び否定の命令文,73H1203341300000
外国語,1487,ｄ　疑問文のうち，動詞で始まるもの，助動詞（can，do，mayなど）で始まるもの，orを含むもの及び疑問詞（how，what，when，where，which，who，whose，why）で始まるもの,73H1203341400000
外国語,1488,(ｲ) 文構造,73H1203342000000
外国語,1489,ａ　［主語＋動詞］,73H1203342100000
外国語,1490,ｂ　［主語＋動詞＋補語］のうち，,73H1203342200000
外国語,1491,(a) 主語＋be動詞＋{名詞∥代名詞∥形容詞},73H1203342210000
外国語,1492,(b) 主語＋be動詞以外の動詞＋{名詞∥形容詞},73H1203342220000
外国語,1493,ｃ　［主語＋動詞＋目的語］のうち，,73H1203342300000
外国語,1494,(a) 主語＋動詞＋{名詞∥代名詞∥動名詞∥to不定詞∥how（など）to不定詞∥thatで始まる節},73H1203342310000
外国語,1495,(b) 主語＋動詞＋whatなどで始まる節,73H1203342320000
外国語,1496,ｄ　［主語＋動詞＋間接目的語＋直接目的語］のうち，,73H1203342400000
外国語,1497,(a) 主語＋動詞＋間接目的語＋{名詞∥代名詞},73H1203342410000
外国語,1498,(b) 主語＋動詞＋間接目的語＋how（など）to不定詞,73H1203342420000
外国語,1499,ｅ　［主語＋動詞＋目的語＋補語］のうち，,73H1203342500000
外国語,1500,(a) 主語＋動詞＋目的語＋{名詞∥形容詞},73H1203342510000
外国語,1501,ｆ　その他,73H1203342600000
外国語,1502,(a) There＋be動詞＋～,73H1203342610000
外国語,1503,(b) It＋be動詞＋～（＋for～）＋to不定詞,73H1203342620000
外国語,1504,(c) 主語＋tell，wantなど＋目的語＋to不定詞,73H1203342630000
外国語,1505,(ｳ) 代名詞,73H1203343000000
外国語,1506,ａ　人称，指示，疑問，数量を表すもの,73H1203343100000
外国語,1507,ｂ　関係代名詞のうち，主格のthat，which，who及び目的格のthat，whichの制限的用法,73H1203343200000
外国語,1508,"(ｴ) 動詞の時制など
現在形，過去形，現在進行形，過去進行形，現在完了形及び助動詞などを用いた未来表現",73H1203344000000
外国語,1509,(ｵ) 形容詞及び副詞の比較変化,73H1203345000000
外国語,1510,(ｶ) to不定詞,73H1203346000000
外国語,1511,(ｷ) 動名詞,73H1203347000000
外国語,1512,(ｸ) 現在分詞及び過去分詞の形容詞としての用法,73H1203348000000
外国語,1513,(ｹ) 受け身,73H1203349000000
外国語,1514,(4) 言語材料の取扱い,73H1203400000000
外国語,1515,ア　発音と綴《つづ》りとを関連付けて指導すること。,73H1203410000000
外国語,1516,イ  文法については，コミュニケーションを支えるものであることを踏まえ，言語活動と効果的に関連付けて指導すること。,73H1203420000000
外国語,1517,ウ  (3)のエの文法事項の取扱いについては，用語や用法の区別などの指導が中心とならないよう配慮し，実際に活用できるように指導すること。また，語順や修飾関係などにおける日本語との違いに留意して指導すること。,73H1203430000000
外国語,1518, エ　英語の特質を理解させるために，関連のある文法事項はまとまりをもって整理するなど，効果的な指導ができるよう工夫すること。,73H1203440000000
外国語,1519,３　指導計画の作成と内容の取扱い,73H1206000000000
外国語,1520,(1) 指導計画の作成に当たっては，次の事項に配慮するものとする。,73H1206100000000
外国語,1521,ア　各学校においては，生徒や地域の実態に応じて，学年ごとの目標を適切に定め，３学年間を通して英語の目標の実現を図るようにすること。,73H1206110000000
外国語,1522,イ　２の(3)の言語材料については，学習段階に応じて平易なものから難しいものへと段階的に指導すること。,73H1206120000000
外国語,1523,"ウ　音声指導に当たっては，日本語との違いに留意しながら，発音練習などを通して２の(3)のアに示された言語材料を継続して指導すること。
また，音声指導の補助として，必要に応じて発音表記を用いて指導することもできること。",73H1206130000000
外国語,1524,エ  文字指導に当たっては，生徒の学習負担に配慮し筆記体を指導することもできること。,73H1206140000000
外国語,1525,オ　語，連語及び慣用表現については，運用度の高いものを用い，活用することを通して定着を図るようにすること。,73H1206150000000
外国語,1526,カ　辞書の使い方に慣れ，活用できるようにすること。,73H1206160000000
外国語,1527,"キ　生徒の実態や教材の内容などに応じて，コンピュータや情報通信ネットワーク，教育機器などを有効活用したり，ネイティブ・スピーカーなどの協力を得たりなどすること。
また，ペアワーク，グループワークなどの学習形態を適宜工夫すること。",73H1206170000000
外国語,1528,(2) 教材は，聞くこと，話すこと，読むこと，書くことなどのコミュニケーション能力を総合的に育成するため，実際の言語の使用場面や言語の働きに十分配慮したものを取り上げるものとする。その際，英語を使用している人々を中心とする世界の人々及び日本人の日常生活，風俗習慣，物語，地理，歴史，伝統文化や自然科学などに関するものの中から，生徒の発達の段階及び興味・関心に即して適切な題材を変化をもたせて取り上げるものとし，次の観点に配慮する必要がある。,73H1206200000000
外国語,1529,ア　多様なものの見方や考え方を理解し，公正な判断力を養い豊かな心情を育てるのに役立つこと。,73H1206210000000
外国語,1530,イ　外国や我が国の生活や文化についての理解を深めるとともに，言語や文化に対する関心を高め，これらを尊重する態度を育てるのに役立つこと。,73H1206220000000
外国語,1531,ウ　広い視野から国際理解を深め，国際社会に生きる日本人としての自覚を高めるとともに，国際協調の精神を養うのに役立つこと。,73H1206230000000
外国語,1532,"その他の外国語
その他の外国語については，英語の目標及び内容等に準じて行うものとする。",73H2200000000000
外国語,1533,第３　指導計画の作成と内容の取扱い,73H0300000000000
外国語,1534,１　小学校における外国語活動との関連に留意して，指導計画を適切に作成するものとする。,73H0300100000000
外国語,1535,２　外国語科においては，英語を履修させることを原則とする。,73H0300200000000
外国語,1536,３　第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，外国語科の特質に応じて適切な指導をすること。,73H0300300000001
特別の教科　道徳,1537,第３章　特別の教科　道徳,73K0000000000001
特別の教科　道徳,1538,"第１　目標
　第１章総則の第１の２に示す道徳教育の目標に基づき，よりよく生きるための基盤となる道徳性を養うため，道徳的諸価値についての理解を基に，自己を見つめ，物事を広い視野から多面的・多角的に考え，人間としての生き方についての考えを深める学習を通して，道徳的な判断力，心情，実践意欲と態度を育てる。",73K0100000000001
特別の教科　道徳,1539,"第２　内容
　学校の教育活動全体を通じて行う道徳教育の要である道徳科においては，以下に示す項目について扱う。",73K0400000000001
特別の教科　道徳,1540,Ａ 主として自分自身に関すること,73K0400100000001
特別の教科　道徳,1541,"［自主，自律，自由と責任］
　自律の精神を重んじ，自主的に考え，判断し，誠実に実行してその結果に責任をもつこと。",73K0400110000001
特別の教科　道徳,1542,"［節度，節制］
　望ましい生活習慣を身に付け，心身の健康の増進を図り，節度を守り節制に心掛け，安全で調和のある生活をすること。",73K0400120000001
特別の教科　道徳,1543,"［向上心，個性の伸長］
　自己を見つめ，自己の向上を図るとともに，個性を伸ばして充実した生き方を追求すること。",73K0400130000001
特別の教科　道徳,1544,"［希望と勇気，克己と強い意志］
　より高い目標を設定し，その達成を目指し，希望と勇気をもち，困難や失敗を乗り越えて着実にやり遂げること。",73K0400140000001
特別の教科　道徳,1545,"［真理の探究，創造］
　真実を大切にし，真理を探究して新しいものを生み出そうと努めること。",73K0400150000001
特別の教科　道徳,1546,Ｂ　主として人との関わりに関すること,73K0400200000001
特別の教科　道徳,1547,"［思いやり，感謝］
　思いやりの心をもって人と接するとともに，家族などの支えや多くの人々の善意により日々の生活や現在の自分があることに感謝し，進んでそれに応え，人間愛の精神を深めること。",73K0400210000001
特別の教科　道徳,1548,"［礼儀］
　礼儀の意義を理解し，時と場に応じた適切な言動をとること。",73K0400220000001
特別の教科　道徳,1549,"［友情，信頼］
　友情の尊さを理解して心から信頼できる友達をもち，互いに励まし合い，高め合うとともに，異性についての理解を深め，悩みや葛藤も経験しながら人間関係を深めていくこと。",73K0400230000001
特別の教科　道徳,1550,"［相互理解，寛容］
　自分の考えや意見を相手に伝えるとともに，それぞれの個性や立場を尊重し，いろいろなものの見方や考え方があることを理解し，寛容の心をもって謙虚に他に学び，自らを高めていくこと。",73K0400240000001
特別の教科　道徳,1551,Ｃ 主として集団や社会との関わりに関すること,73K0400300000001
特別の教科　道徳,1552,"［遵法精神，公徳心］
　法やきまりの意義を理解し，それらを進んで守るとともに，そのよりよい在り方について考え，自他の権利を大切にし，義務を果たして，規律ある安定した社会の実現に努めること。",73K0400310000001
特別の教科　道徳,1553,"［公正，公平，社会正義］
　正義と公正さを重んじ，誰に対しても公平に接し，差別や偏見のない社会の実現に努めること。",73K0400320000001
特別の教科　道徳,1554,"［社会参画，公共の精神］
　社会参画の意識と社会連帯の自覚を高め，公共の精神をもってよりよい社会の実現に努めること。",73K0400330000001
特別の教科　道徳,1555,"［勤労］
　勤労の尊さや意義を理解し，将来の生き方について考えを深め，勤労を通じて社会に貢献すること。",73K0400340000001
特別の教科　道徳,1556,"［家族愛，家庭生活の充実］
　父母，祖父母を敬愛し，家族の一員としての自覚をもって充実した家庭生活を築くこと。",73K0400350000001
特別の教科　道徳,1557,"［よりよい学校生活，集団生活の充実］
　教師や学校の人々を敬愛し，学級や学校の一員としての自覚をもち，協力し合ってよりよい校風をつくるとともに，様々な集団の意義や集団の中での自分の役割と責任を自覚して集団生活の充実に努めること。",73K0400360000001
特別の教科　道徳,1558,"［郷土の伝統と文化の尊重，郷土を愛する態度］
　郷土の伝統と文化を大切にし，社会に尽くした先人や高齢者に尊敬の念を深め，地域社会の一員としての自覚をもって郷土を愛し，進んで郷土の発展に努めること。",73K0400370000001
特別の教科　道徳,1559,"［我が国の伝統と文化の尊重，国を愛する態度］
　優れた伝統の継承と新しい文化の創造に貢献するとともに，日本人としての自覚をもって国を愛し，国家及び社会の形成者として，その発展に努めること。",73K0400380000001
特別の教科　道徳,1560,"［国際理解，国際貢献］
　世界の中の日本人としての自覚をもち，他国を尊重し，国際的視野に立って，世界の平和と人類の発展に寄与すること。",73K0400390000001
特別の教科　道徳,1561,Ｄ　主として生命や自然，崇高なものとの関わりに関すること,73K0400400000001
特別の教科　道徳,1562,"［生命の尊さ］
　生命の尊さについて，その連続性や有限性なども含めて理解し，かけがえのない生命を尊重すること。",73K0400410000001
特別の教科　道徳,1563,"［自然愛護］
　自然の崇高さを知り，自然環境を大切にすることの意義を理解し，進んで自然の愛護に努めること。",73K0400420000001
特別の教科　道徳,1564,"［感動，畏敬の念］
　美しいものや気高いものに感動する心をもち，人間の力を超えたものに対する畏敬の念を深めること。",73K0400430000001
特別の教科　道徳,1565,"［よりよく生きる喜び］
　人間には自らの弱さや醜さを克服する強さや気高く生きようとする心があることを理解し，人間として生きることに喜びを見いだすこと。",73K0400440000001
特別の教科　道徳,1566,第３　指導計画の作成と内容の取扱い                                      ,73K0300000000000
特別の教科　道徳,1567,１　各学校においては，道徳教育の全体計画に基づき，各教科，総合的な学習の時間及び特別活動との関連を考慮しながら，道徳科の年間指導計画を作成するものとする。なお，作成に当たっては，第２に示す内容項目について，各学年において全て取り上げることとする。その際，生徒や学校の実態に応じ，３学年間を見通した重点的な指導や内容項目間の関連を密にした指導，一つの内容項目を複数の時間で扱う指導を取り入れるなどの工夫を行うものとする。,73K0300100000001
特別の教科　道徳,1568,２　第２の内容の指導に当たっては，次の事項に配慮するものとする。,73K0300200000001
特別の教科　道徳,1569,(1) 学級担任の教師が行うことを原則とするが，校長や教頭などの参加，他の教師との協力的な指導などについて工夫し，道徳教育推進教師を中心とした指導体制を充実すること。,73K0300210000001
特別の教科　道徳,1570,(2) 道徳科が学校の教育活動全体を通じて行う道徳教育の要としての役割を果たすことができるよう，計画的・発展的な指導を行うこと。特に，各教科，総合的な学習の時間及び特別活動における道徳教育としては取り扱う機会が十分でない内容項目に関わる指導を補うことや，生徒や学校の実態等を踏まえて指導をより一層深めること，内容項目の相互の関連を捉え直したり発展させたりすることに留意すること。,73K0300220000001
特別の教科　道徳,1571,(3) 生徒が自ら道徳性を養う中で，自らを振り返って成長を実感したり，これからの課題や目標を見付けたりすることができるよう工夫すること。その際，道徳性を養うことの意義について，生徒自らが考え，理解し，主体的に学習に取り組むことができるようにすること。また，発達の段階を考慮し，人間としての弱さを認めながら，それを乗り越えてよりよく生きようとすることのよさについて，教師が生徒と共に考える姿勢を大切にすること。,73K0300230000001
特別の教科　道徳,1572,(4) 生徒が多様な感じ方や考え方に接する中で，考えを深め，判断し，表現する力などを育むことができるよう，自分の考えを基に討論したり書いたりするなどの言語活動を充実すること。その際，様々な価値観について多面的・多角的な視点から振り返って考える機会を設けるとともに，生徒が多様な見方や考え方に接しながら，更に新しい見方や考え方を生み出していくことができるよう留意すること。,73K0300240000001
特別の教科　道徳,1573,(5) 生徒の発達の段階や特性等を考慮し，指導のねらいに即して，問題解決的な学習，道徳的行為に関する体験的な学習等を適切に取り入れるなど，指導方法を工夫すること。その際，それらの活動を通じて学んだ内容の意義などについて考えることができるようにすること。また，特別活動等における多様な実践活動や体験活動も道徳科の授業に生かすようにすること。,73K0300250000001
特別の教科　道徳,1574,(6) 生徒の発達の段階や特性等を考慮し，第２に示す内容との関連を踏まえつつ，情報モラルに関する指導を充実すること。また，例えば，科学技術の発展と生命倫理との関係や社会の持続可能な発展などの現代的な課題の取扱いにも留意し，身近な社会的課題を自分との関係において考え，その解決に向けて取り組もうとする意欲や態度を育てるよう努めること。なお，多様な見方や考え方のできる事柄について，特定の見方や考え方に偏った指導を行うことのないようにすること。,73K0300260000001
特別の教科　道徳,1575,(7) 道徳科の授業を公開したり，授業の実施や地域教材の開発や活用などに家庭や地域の人々，各分野の専門家等の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。,73K0300270000001
特別の教科　道徳,1576,３　教材については，次の事項に留意するものとする。,73K0300300000001
特別の教科　道徳,1577,(1) 生徒の発達の段階や特性，地域の実情等を考慮し，多様な教材の活用に努めること。特に，生命の尊厳，社会参画，自然，伝統と文化，先人の伝記，スポーツ，情報化への対応等の現代的な課題などを題材とし，生徒が問題意識をもって多面的・多角的に考えたり， 感動を覚えたりするような充実した教材の開発や活用を行うこと。,73K0300310000001
特別の教科　道徳,1578,(2) 教材については，教育基本法や学校教育法その他の法令に従い，次の観点に照らし適切と判断されるものであること,73K0300320000001
特別の教科　道徳,1579,ア　生徒の発達の段階に即し，ねらいを達成するのにふさわしいものであること。,73K0300321000001
